cntry,essround,ppltrst,pplfair,pplhlp,trstplc,trstlgl,trstprt,trstprl,trstplt,impen,year,country,energy,motor_vehicles_and_transport,pol_trust,ajr_settmort,al_ethnic,al_language,al_religion,atop_ally,atop_number,bci_bci,bicc_gmi,biu_offrel,bl_asyf,bl_asym,bl_asymf,bmr_dem,bmr_demdur,cai_cai2,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,chga_demo,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_relfre_new,ciri_speech,ciri_tort,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cspf_sfi,diat_ti,dpi_cemo,dpi_checks,dpi_cl,dpi_dhondt,dpi_gf,dpi_gprlc1,dpi_gpvs1,dpi_gvs,dpi_plurality,dpi_polariz,dpi_pr,dpi_pvfr,dpi_system,dpi_tf,dpi_thresh,dpi_vslop1,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fhp_score5,fhp_status5,fi_ftradeint,fi_index,gd_ptsa,gii_gii,gle_cgdpc,gle_exp,gle_gdp,gle_imp,gle_pop,gle_rgdpc,gle_trade,gol_enep,gol_est,gol_est_spec,gol_pr,gwf_regimetype,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,iaep_bp,iaep_cc,iaep_epmf,iaep_es,iaep_osp,iaep_ufs,icrg_qog,ihme_lifexp_allt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_ns,iiag_phr,iiag_rol,iiag_srol,iiag_wel,ipu_l_sw,ipu_u_sw,jw_bicameral,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,no_ef,no_ufs,p_durable,p_polity2,pwt_hci,pwt_pop,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sc_pcov,sc_penagef,sc_penagem,sc_pgen,sc_sickcov,sc_sickdur,sc_skgen,sc_tgen,sc_uecov,sc_uegen,shec_se,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,vi_rsg,vi_rsm,vi_udr,vi_wcoord,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpcappppcon2011,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_homicides,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,who_sanittot,whr_hap,wr_regtype
AT,1,5.58263181214001,6.641116526362428,5.658839167035889,7.414709791758972,7.68542312804608,NaN,7.8134692069118294,5.27027027027027,2.083296411165264,2002,Austria,640.56888214383,571.83890800712,NA,NA,0.1067761823104126,0.1521865999999999,0.4146217,1,2,20.059631,634.99,0,NA,NA,NA,1,57,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,7,2,1,1,1,2.881794551102863,3.019515126261025,0,0,0,0,0,0,9.3000002,0,0,0,0,0,0,0,0,0,9.8000002,0,43.200001,37.700001,2,84.3,0,70,0,4,1,1,0.50485438,1,26.91,53.82,0,2,1,NA,2,0.71038252,4,33.150002,79.886383,86.115746,95.13028,83.330574,5.577395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,1,NA,1,23,1,8.738926282051283,7.79,2,NA,29046.15,NA,254654.98,NA,8083.0601,31504.779,NA,3.02,2,9,12,NA,1,67.4,70,70,NA,90,0,5,100,100,0,1,1,3,0,3,0.94444442,78.84005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,20.3,1,0.5244445,4,35923,3122,0,1,1,0,3,3,56,10,3.1495168,8.114697999999999,328925440,223344442.844548,NA,0.86000001,60,65,12.9,0.83999997,62,10.7,34.1,0.86000001,10.5,9.71,NA,NA,0.838,33.9,0.144257691099961,0.7878606050532617,0.7960985465333724,0.949918275224063,0.7959022262337238,3.796568698927273,0.6316611234797623,0.8793112548796584,0,3,35.73693178318448,4,0.01,1.9664342,1.9426975,1.3622055,1.8916559,100,100,100,0.870895088856469,47.2744249579878,11.7077825260273,16.7716154032453,82580,83000000,69000000,9.7,5.54434665959875,NA,8.29911579584004,9.4,NA,4.30754995346069,8.65202045440674,69.0129476493263,12.8768161302013,15.3279741705927,66.2652785556617,0,2.38526669521958,5.26300001144409,5.75899982452393,6.08099985122681,5.5,28.8519992828369,12.9589996337891,41.568000793457,65.3889999389648,80.9599990844727,52.9309997558594,67.7105532860626,5.52213001251221,10.5323295593262,19.7990493774414,45.7163696289063,22.571159362793,0.88352783657309,0.149093502610969,2.70901407451965,1.39,46.5391135868249,77.3758413162146,1.56277441149196,42859.3293954947,39638.0268737228,27.3880784820285,101.251480102539,83.6064529418945,99.0211715698242,NA,0.79907435227033,36.56,44.2920881446511,78.6780487804878,81.7,75.8,178117,NA,NA,8081957,16.4492037039678,67.900457955658,15.6503383403742,97.8682126422863,40.345,59.655,14130,72,13.543999671936,NA,NA,26.9755003214763,47.7354724594722,86.9481679996606,4.52699995040894,4.84999990463257,5.10699987411499,6.53999996185303,7.14099979400635,7.62599992752075,NA,100,NA,NA
AT,2,5.921099290780142,7.077570921985815,6.081560283687943,7.5447695035460995,8.50531914893617,0.4669338677354709,7.590868794326241,5.300531914893617,2.3271276595744683,2004,Austria,700.91085545704,562.52199578531,NA,NA,0.1067761823104126,0.1521865999999999,0.4146217,1,2,19.609655,636.33,0,NA,NA,NA,1,59,1,2,2,1,2,98,3,1,1,2,2,2,7,2,1,1,1,2.881794551102863,3.019515126261025,0,0,0,0,0,0,9.3000002,0,0,0,0,0,0,0,0,0,9.8000002,0,43.200001,37.700001,2,84.3,0,71,0,4,1,1,0.30541238,1,42.27,52.279999,0,2,1,NA,2,0.65675855,4,36.509998,80.830544,86.951454,95.252289,84.771561,6.0753317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,1,NA,1,21,1,8.750110857058692,7.9,2,NA,31274,NA,264495.88,NA,8185.5498,32312.52,NA,3.02,2,9,12,NA,1,67.6,70,70,NA,90,0,5,100,100,0,1,1,3,0,3,0.94444442,79.348839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,21,1,0.5244445,4,36845,3122,0,1,1,0,3,3,58,10,3.182343,8.196624,585119232,316480759.565138,3.25,NA,60,65,13.2,NA,62,10.7,34.3,0.86000001,10.5,9.96,NA,NA,0.84899998,33.9,0.1500501887995205,0.7775658358444779,0.7818650479853403,0.949918275224063,0.7841140108525886,3.796568698927273,0.6146202103253089,0.8655508826822712,0,3,34.41765668202765,4,0,2.0496252,1.865303,1.0905818,1.8369861,100,100,100,1.00225378607792,47.3987139174221,10.2476280335178,16.7025914264955,82580,3000000,56000000,9.7,10.5880570367679,NA,8.85836370342216,9.1,NA,4.5304799079895,9.26646041870117,64.2022341318525,14.7042680958223,17.6809582230258,59.3433202040421,0,2.93794795635049,4.28499984741211,4.90199995040894,4.86299991607666,4.93300008773804,26.7329998016357,13.2919998168945,37.773998260498,68.3649978637695,81.8450012207031,57.2929992675781,69.6541818290077,5.30243015289307,9.87333011627197,18.9507598876953,47.279598236084,26.1213302612305,0.893480466242935,1.29345298243174,2.66858984111626,1.42,46.6020828287721,77.9993022842177,1.47647439267771,43956.5826590614,40652.8107017009,27.3737678166123,100.721321105957,88.2419586181641,99.5235595703125,NA,0.718040649619895,54.28,45.1121624781881,79.1804878048781,82.1,76.4,NA,NA,NA,8171966,16.1838208403388,67.8431945263396,15.9729846333216,98.9581738919835,40.906,59.094,17795,47,12.5939998626709,NA,NA,26.3086724864457,46.5022596982647,90.7923456929297,5.88500022888184,5.82999992370605,5.78499984741211,11.8529996871948,12.0509996414185,12.2130002975464,33.9,100,NA,NA
AT,3,5.649480249480249,7.4490644490644495,6.245322245322246,8.077754677754678,8.9010395010395,0.49662162162162166,8.963409563409563,5.928482328482328,2.34012474012474,2006,Austria,648.70282885175,560.49662921925,NA,NA,0.1067761823104126,0.1521865999999999,0.4146217,1,2,19.152445,638.36,0,NA,NA,NA,1,61,1,2,2,1,2,98,3,1,2,2,2,2,7,2,1,1,1,3.371555534576987,3.715483161430313,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,15.3,0,36.099998,37.200001,2,78.5,0,73,0,4,1,1,0.28309071,1,42.27,52.279999,0,2,1,NA,2,0.65868014,4,36.509998,81.585564,87.526421,95.609978,85.383759,6.4403858,2.3,26,1.1,1.5,1.4,2.2,1,1.3,5,12,1,12,16,12,10,15,1,15,1,21,1,8.162045917133357,7.85,2,NA,34622.039,NA,277470.28,NA,8273.21,33538.41,NA,3.71,2,9,12,NA,1,71.1,70,70,72.7,90,0,5,100,100,0,1,1,3,0,3,0.94444442,79.874802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,27.4,NA,0.5244445,4,39100,3122,0,1,1,0,NA,NA,60,10,3.2155108,8.269371999999999,516029056,467827136.424652,4.5,NA,60,65,13.3,0.83999997,62,10.5,34.2,0.86000001,10.4,9.54,NA,NA,0.861,35.1,0.1349749934220885,0.7520963738786448,0.7808584640051969,0.951731118350177,0.7865045643070089,3.796568698927273,0.6261492419463204,0.8667396399143847,0,3,30.98642705288334,4,0.154,1.9145312,1.8310364,1.0759333,1.9135567,100,100,100,0.981724462831053,47.6049613414944,9.99011926442781,16.6771615403245,82580,63000000,4000000,9.4,17.2848015054193,0.669777088420732,8.72729787156076,9,NA,4.85767984390259,9.62411975860596,65.5155251581415,14.0481006967858,17.1290498667437,57.2456089650965,0,2.63462094210577,4.82600021362305,5.24399995803833,5.28499984741211,5.21099996566772,28.1609992980957,13.4130001068115,40.3619995117188,66.5940017700195,81.302001953125,54.4269981384277,70.201671494066,5.22652006149292,10.3745803833008,18.5685501098633,46.5793113708496,27.1619300842285,0.789783772018703,3.12425365181615,4.78535346845682,1.41,46.6553644950351,74.9241673410675,1.30318945861739,45951.7346927938,42498.0073262324,27.2593708304078,101.559288024902,89.9208602905273,100.329963684082,NA,0.736293918876102,63.6,45.4366133647551,79.8804878048781,82.8,77.1,NA,NA,NA,8268641,15.7616025135385,67.7483950904887,16.4900023959728,100.128856866069,41.468,58.532,25486,34,13.0839996337891,NA,NA,25.0504425566822,43.5137635663663,98.0883112053436,5.59999990463257,5.23999977111816,4.94000005722046,9.72799968719482,9.73799991607666,9.74699974060059,32.2,100,7.122211456298828,NA
AT,7,5.106963788300836,6.250696378830083,5.265738161559889,7.182729805013928,7.06016713091922,0.44139650872817954,6.236211699164345,4.527576601671309,1.9303621169916436,2014,Austria,642.13768638299,569.88916317097,3.71362698,NA,0.1067761823104126,0.1521865999999999,0.4146217,1,2,27.394354,579.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.590778045063079,5.158095631093,0,0,0,0,0,0,13.1,10.9,0,0,0,0,0,0,0,0,21.9,0,25.700001,28.4,2,74.1,0,NA,0,4,1,1,0.50381362,3,26.82,50.809998,0,2,1,NA,2,0.78853059,4,20.51,81.475121,88.039391,95.235176,87.407852,5.8764234,1.7,25.8,1.5,1.7,1.6,2,1.1,1.4,3.4,12,1,12,16,11,10,15,1,15,1,22,1,8.322105788994376,7.68,1,0.84899998,NA,NA,NA,NA,NA,NA,NA,5.149357,2,9,12,NA,1,72.4,70,90,80.5,90,0,5,100,100,NA,NA,NA,NA,NA,NA,0.91666669,81.378868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,29,NA,0.5244445,4,44894,3122,NA,NA,NA,NA,NA,NA,68,10,3.3261573,8.516916,193255040,623219842.473631,10.85000038146973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90100002,44.219,0.0602072704272526,0.7870300552966065,0.77585517450792,0.9481125778617381,0.7905613721756781,3.782229933682332,0.6575301234453435,0.865514588816652,0,3,NA,4,0.365,1.4747349,1.5725857,1.2707005,1.9524641,100,100,100,0.509972223512893,48.9083932676556,12.8697461721234,16.3796759691238,82523,15000000,2000000,9.6,27.324683026727,0.740107980618433,6.86986792967669,9.2,NA,5.9918098449707,9.96436023712158,81.0568683458842,7.97033238119969,8.77207218904181,66.5573876915087,0,0.978641911191898,4.72599983215332,4.83699989318848,4.56699991226196,5.07499980926514,25.7509994506836,12.6949996948242,37.2459983825684,69.4120025634766,82.7379989624023,57.6800003051758,62.4237860331551,5.44897985458374,10.4133100509644,16.2967090606689,40.3637809753418,32.5169486999512,0.753954082404712,0.387515470698125,-0.19785902604216,1.47,46.8620869333398,64.896386315345,1.20094533574497,47922.3398475649,44320.5020125474,25.3624198356453,101.388572692871,100.780937194824,99.4277801513672,78.9720001220703,0.52124236379937,80.9958249574764,46.6943260490412,81.490243902439,84,79.1,NA,NA,NA,8546356,14.1881592268007,67.155383506965,18.6564572662344,103.563321740606,42.474,57.526,60747,10,13.3290004730225,NA,NA,26.4245174075674,40.7599945327468,103.528973020149,5.38000011444092,5.61999988555908,5.82999992370605,9.91300010681152,10.2519998550415,10.5469999313354,32.2,100,6.949999809265137,NA
AT,8,5.449751243781094,6.121890547263681,5.5452736318407965,7.266169154228855,6.824875621890547,0.456824512534819,6.058706467661691,4.520398009950249,2.1975124378109454,2016,Austria,643.9678731203,516.60634459114,4.215553778,NA,0.1067761823104126,0.1521865999999999,0.4146217,1,2,26.119724,572.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.590778045063079,5.158095631093,0,0,0,0,0,0,13.1,10.9,0,0,0,0,0,0,0,0,21.9,0,25.700001,28.4,2,74.1,0,NA,0,4,1,1,0.50381362,3,26.82,50.809998,0,2,1,NA,2,0.78853059,4,20.51,NA,NA,NA,NA,NA,1.2,27.7,1.5,1.2,1.1,5.6,1,1.4,2.9,12,1,12,16,10,10,15,1,15,1,22,1,NA,NA,1,0.884,NA,NA,NA,NA,NA,NA,NA,5.149357,2,9,12,NA,1,71.7,70,90,72.5,90,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.91666669,81.536865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,29.5,NA,0.5244445,4,45010,3122,NA,NA,NA,NA,NA,NA,70,10,NA,NA,NA,NA,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90600002,NA,0.0602072704272526,0.7671241609720381,0.7550351209878554,0.9481111850133249,0.7812050936558433,3.782229933682332,0.6452711662491107,0.8532353592177074,NA,NA,NA,NA,1.522,1.5484771,1.5122353,0.90963876,1.8150015,100,100,100,0.493914597315177,49.5298368459148,NA,NA,82523,15000000,13000000,10,28.9630431661026,0.595666297009536,NA,9.2,NA,6.23875999450684,10.3830795288086,NA,NA,NA,NA,NA,NA,4.55999994277954,4.34800004959106,3.92899990081787,4.71999979019165,25.5629997253418,11.9840002059937,37.5880012512207,70.088996887207,84.0879974365234,57.6920013427734,NA,NA,NA,NA,NA,NA,0.747000091600257,-7.66336096729233,-7.32537674811396,1.49,NA,NA,1.10158899771897,48077.8783610298,44464.3502683082,24.7109938009083,102.264358520508,104.223541259766,100.963020324707,83.4552764892578,0.655219649857976,84.3233312921004,46.7299876940296,80.890243902439,83.4,78.5,NA,NA,NA,8736668,14.0962544551354,66.8762899389668,19.0274556058978,105.869490929801,42.095,57.905,93182,NA,12.75,NA,NA,25.6665724682797,40.9451779741297,101.167012721198,5.53599977493286,6.01000022888184,6.42600011825562,10.2220001220703,11.2449998855591,12.1260004043579,30.6,NA,7.04807186126709,NA
BE,1,5.179041600842549,6.365455502896261,5.201158504476039,6.610847814639284,6.233280674038968,NaN,10.454449710373881,5.917324907846234,2.2053712480252763,2002,Belgium,490.68397547341,304.41658281151,NA,NA,0.5554,0.5408843999999999,0.2126811,1,4,27.833712,630.32,0,NA,NA,NA,1,109,1,2,2,1,1,98,3,1,2,2,2,2,8,2,2,1,2,9.080177971488236,10.28859509234014,0,0,0,0,5.3000002,0,13.3,27.299999,0,0,0,0.80000001,0,0,0,0,10,0,21.299999,22,3,90.6,0,74,0,3,1,1,0.82780445,1,14.3,58.5,0,2,1,NA,2,0.89714396,NA,14.09,87.61673,87.875397,94.453377,81.532555,7.4669261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,1,NA,1,9,1,8.983317307692309,7.47,2,NA,27455.619,NA,305361,NA,10254.03,29779.619,NA,10.29,2,9,12,NA,1,67.6,70,90,NA,90,0,5,100,100,0,1,1,3,0,3,0.83333331,78.249092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,28.2,1,0.5611111,2,34649,5950,NA,NA,NA,NA,3,3,58,10,3.0113294,10.364613,0,0,NA,1.01,60,60,13,NA,52,13.5,40.3,0.86000001,13.9,21.81,NA,NA,0.87900001,42.8,0.0377760922354809,0.8058225330594595,0.818862607826021,0.956119051612763,0.8064060674106546,3.916085411612439,0.629513573714872,0.875938874730551,2,3,55.56200987510891,5,0.432,1.4999037,1.9780102,1.2643327,1.3741621,100,100,100,0.901046478138015,52.6037551377273,22.2303910145622,27.4768824306473,30280,35000000,56000000,10.9,7.86712057104348,NA,10.3854951012723,10.2,NA,54.3068618774414,57.4114990234375,1.40599710893389,15.6414089623049,22.0758843079356,0.444779401771705,58.5132012997443,1.2009043847836,4.05000019073486,1.78999996185303,1.09200000762939,2.30299997329712,25.7840003967285,12.4680004119873,35.5740013122559,72.4260025024414,86.4400024414063,62.1230010986328,75.7687471719614,5.947350025177,12.013279914856,22.3965091705322,44.4572906494141,21.7314605712891,1.21571264973733,6.98468140936185,3.4389912323303,1.65,22.1287978863937,74.5164623896082,1.02666605105482,40892.2177249607,37856.8647131311,23.7263106079252,103.16722869873,112.500839233398,155.906967163086,59.3827781677246,3.07769936665964,46.33,42.7730440912843,78.0756097560976,81.2,75.1,219560,98.6787414550781,94.6441116333008,10332785,17.349493023801,65.5291882157882,17.1213187604108,341.241248348745,2.759,97.241,12578,27,15.4650001525879,NA,NA,25.5432259490572,47.5798814941024,135.124884981773,7.80299997329712,6.90999984741211,6.24200010299683,15.2340002059937,15.6899995803833,16.0400009155273,23.3,99,NA,NA
BE,2,4.888076490438695,5.88413948256468,4.616985376827897,6.015185601799776,5.298087739032621,0.3495575221238938,6.403262092238471,4.886951631046119,2.084364454443195,2004,Belgium,548.86113937582,307.79926673698,NA,NA,0.5554,0.5408843999999999,0.2126811,1,4,27.476625,593.25,0,NA,NA,NA,1,111,1,2,2,1,1,98,3,1,2,2,2,2,7,2,2,1,1,7.021337845713123,8.836810618311638,0,0,0,0,0.69999999,0,2.7,32.700001,0,0,0,0,0,0,0,0,12.7,0,19.299999,32,2,91.6,0,74,0,5,1,1,0.78592139,1,15.4,57.099998,0,2,1,NA,2,0.87554806,NA,13.3,87.975861,88.360405,95.130486,81.940109,7.4095449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,1,NA,1,11,1,8.812863437868472,7.47,2,NA,28963,NA,309930.81,NA,10356.99,29924.789,NA,8.84,2,9,12,NA,1,68.7,70,90,NA,90,0,5,100,100,0,1,1,3,0,3,0.83333331,78.900871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,31,1,0.5611111,2,34665,5950,NA,NA,NA,NA,3,3,60,10,3.0495098,10.492643,0,0,4,NA,60,60,13.3,1,52,13.7,40.8,0.86000001,13.7,21.68,NA,NA,0.88499999,44.2,0.0377760922354809,0.791578053548242,0.8033007895457269,0.957139570907583,0.7931692562805766,3.916085411612439,0.6177903573044865,0.863661166488948,2,3,53.99034365237149,5,1.522,1.3799043,1.8758641,0.71014178,1.3281626,100,100,100,0.806250953223783,52.6362474206993,21.2310952768161,27.7410832232497,30280,47000000,15000000,11.3,15.4573083487522,NA,10.6612902219787,9.7,NA,54.6596183776855,57.7834281921387,1.77468495489194,13.6106599646723,25.4608609059547,0.37580169051486,56.0881059357699,1.98688843313219,4.54500007629395,2.21900010108948,1.57099997997284,2.71199989318848,24.9379997253418,10.8470001220703,35.6609992980957,72.8430023193359,87.5810012817383,61.6279983520508,76.4127189389874,5.806960105896,11.8671703338623,23.7567195892334,43.0164413452148,21.6121101379395,1.14927136931683,11.9754593655047,9.35113719027077,1.72,22.2199471598415,75.0749854568824,1.01670244263013,42344.6948333994,39201.5271563108,22.8248191896644,100.80020904541,115.836929321289,153.405334472656,61.0228691101074,2.55722335924303,53.86,43.6394750320877,78.8780487804878,81.9,76,NA,96.1091766357422,97.6904373168945,10421137,17.2220787229761,65.5152323204025,17.2626889566214,344.159081902246,2.65000000000001,97.35,13529,45,14.7349996566772,NA,NA,25.3762502058848,45.8105572676336,136.037833248748,8.2790002822876,7.3600001335144,6.64900016784668,19.55299949646,17.503999710083,15.7580003738403,34.7,99,NA,NA
BE,3,4.982758620689656,5.848720800889877,4.672969966629588,6.073971078976641,5.264182424916573,0.3502304147465438,6.28698553948832,4.7324805339265845,2.024471635150167,2006,Belgium,509.64580576726,298.24243786499,NA,NA,0.5554,0.5408843999999999,0.2126811,1,4,27.125887,533.79,0,NA,NA,NA,1,113,1,2,2,1,1,98,3,1,2,2,2,2,8,2,1,1,2,7.021337845713123,8.836810618311638,0,0,0,0,0.69999999,0,2.7,32.700001,0,0,0,0,0,0,0,0,12.7,0,19.299999,32,2,91.6,0,73,0,5,1,1,0.78592139,1,15.4,57.099998,0,2,1,NA,2,0.87554806,NA,13.3,87.51355,89.101761,96.630539,83.019798,7.6530523,2,25.5,1.1,1.5,1.4,1.6,1.6,1.5,4,12,1,12,16,12,10,15,1,15,1,11,1,8.289411072951577,7.39,2,NA,30600.82,NA,310510.75,NA,10474.99,29643.051,NA,8.84,2,9,12,NA,1,71.8,70,90,68.4,90,0,5,100,100,0,1,1,3,0,3,0.81712961,79.423141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,38,NA,0.5611111,2,35065,5950,NA,NA,NA,NA,NA,NA,62,10,3.0735693,10.632032,0,0,4,NA,60,60,13.8,1,52,13.6,41.1,0.86000001,13.6,21.44,NA,NA,0.89600003,44.2,0.0377760922354809,0.8290917535251735,0.8421148395065435,0.957139570907583,0.8332368403911875,3.916085411612439,0.6457483755391975,0.896643322215328,2,3,54.84672742336371,5,0.365,1.3096143,1.7471009,0.85765421,1.2360904,100,100,100,0.863014375446205,52.4691999570402,21.1869731577398,27.8071334214003,30280,59000000,27000000,11.6,23.0855457666023,2.81156855983273,10.1510389973111,9.6,NA,54.4255790710449,57.1122894287109,3.49978659837815,10.9261630388391,27.2940674349125,0.425617679138806,55.3006591738986,1.63252240717029,4.69099998474121,1.9539999961853,1.27699995040894,2.48000001907349,24.693000793457,10.7360000610352,35.5190010070801,73.3529968261719,87.9869995117188,62.0009994506836,76.1344279637849,5.84036016464233,12.0553703308105,23.584020614624,42.5331382751465,22.0349006652832,1.05123950750317,14.354758861497,12.2347336286157,1.8,22.3117569352708,73.8976330287701,0.903379975822111,43782.1395544946,40532.2730382074,22.2888728138342,100.734191894531,118.889846801758,161.01921081543,61.6535911560059,2.08106413378248,59.72,44.1953545230691,79.380487804878,82.3,76.6,NA,96.0593414306641,97.9870986938477,10547958,17.0980229231568,65.5870149884642,17.3149620883789,348.347357992074,2.54600000000001,97.454,16820,64,15.1129999160767,NA,NA,25.16964777977,44.5197059352797,147.693901435153,9.31700038909912,8.25,7.40500020980835,22.5270004272461,20.4400005340576,18.7390003204346,34.7,99,NA,NA
